,delta,nodes_cc,length_cc,i,j,d_ij_b,d_ij_s
0,0.0,0.0,0.0,0,0,0.009814558376824373,0.5729877293911767
1,0.0,1595.0,81.88395900000017,0,0,0.009814558376824373,0.5729877293911767
2,2.801435272123876,2378.0,106.58612200000034,3595777340,288825222,0.023475546199958036,0.5729877293911767
3,7.743085665984545,2941.0,137.0319890000001,1678340951,3479887559,0.023475546199958036,0.5729877293911767
4,14.309724593834176,2944.0,137.19443700000008,5117696611,262671593,0.023475546199958036,0.5729877293911767
5,26.166019866460573,2969.0,137.63583200000014,260098770,260184926,0.04422130166503649,0.5729877293911767
6,30.87959367498461,3422.0,165.52474999999995,3684810753,3684810754,0.04422130166503649,0.5729877293911767
7,37.60394176390373,3425.0,165.54693799999995,3311070386,3313267870,0.04422130166503649,0.5729877293911767
8,50.56966952751164,3464.0,166.832746,260190333,171477249,0.04422130166503649,0.5729877293911767
9,63.61530418187128,3473.0,167.0524860000001,1315098125,1315098133,0.04422130166503649,0.5729877293911767
10,78.26162872510945,3532.0,168.20078500000002,5678221278,4053372926,0.04422130166503649,0.5729877293911767
11,80.93269055869875,3600.0,172.69829299999995,1447714867,297782179,0.04422130166503649,0.5729877293911767
12,89.87177102376927,3641.0,173.26001499999995,4053340058,4053340059,0.04422130166503649,0.5729877293911767
13,106.790354239021,3679.0,174.678213,2973806358,4509216186,0.04422130166503649,0.5729877293911767
14,124.34580707483187,3713.0,176.13672899999975,2172158042,4228905498,0.04661084806325272,0.5729877293911767
15,145.76066756891169,3860.0,181.49938600000007,1285886896,509441359,0.057445821850387366,0.5729877293911767
16,156.7025059522667,4172.0,199.7025569999994,5075368686,5075368695,0.057445821850387366,0.5729877293911767
17,168.54433791547217,4225.0,202.6265199999992,2763925781,1639945451,0.057445821850387366,0.5729877293911767
18,194.32680314383663,4229.0,202.84849399999925,5051993545,146995440,0.057445821850387366,0.5729877293911767
19,220.2516504061564,4285.0,209.42530599999924,3623090541,88118725,0.057445821850387366,0.5729877293911767
20,249.26228896005497,4295.0,209.6869929999992,370017311,1178769888,0.06530184276519668,0.5729877293911767
21,257.16857473576613,4333.0,210.26647699999918,3184360752,2440711784,0.07617705467296383,0.5729877293911767
22,268.25881456972616,4500.0,212.79660999999928,268151975,4787109226,0.0821731975314378,0.5729877293911767
23,281.3364416358957,4513.0,213.17240199999927,263002790,688953675,0.0821731975314378,0.5729877293911767
24,296.6035363081365,4537.0,213.88025699999926,1110663314,262999131,0.0821731975314378,0.5729877293911767
25,315.6975544571812,4540.0,213.93308799999932,263005284,177512901,0.0821731975314378,0.5729877293911767
26,334.02252080031036,4579.0,215.87506999999923,638352436,638352435,0.0821731975314378,0.5729877293911767
27,353.4602758369625,4613.0,217.0719739999994,5307086526,5307086527,0.0821731975314378,0.5729877293911767
28,373.2593778554757,4630.0,217.5232059999993,268395123,3184661899,0.0821731975314378,0.5729877293911767
29,407.73828192992255,4676.0,219.46743399999932,78080609,3371480474,0.0821731975314378,0.5729877293911767
30,445.69924588906747,4680.0,219.6063419999993,268282328,268282366,0.0821731975314378,0.5729877293911767
31,486.9969777572354,4686.0,219.86962999999926,4774674060,132813203,0.0821731975314378,0.5729877293911767
32,532.1569533310414,4693.0,220.2158569999993,5623080380,268216593,0.0821731975314378,0.5729877293911767
33,578.9374902011904,4695.0,220.3190289999994,343458171,1988786433,0.0821731975314378,0.5729877293911767
34,589.8647640471303,4778.0,225.15473099999954,5341759388,343458167,0.0821731975314378,0.5729877293911767
35,621.7984787516731,4781.0,225.19663899999944,421427615,421427612,0.0821731975314378,0.5729877293911767
36,655.4105887699295,4787.0,225.6539389999995,421427617,274979093,0.0821731975314378,0.5729877293911767
37,699.590716028023,4791.0,225.93880499999943,78309501,421435610,0.0821731975314378,0.5729877293911767
38,749.0411848504348,4826.0,227.37641399999947,276202980,262770851,0.0821731975314378,0.5729877293911767
39,775.0911582014952,4831.0,227.57180699999947,262770850,3073005249,0.0821731975314378,0.5729877293911767
40,825.0098060306897,4843.0,228.10490399999944,3307988919,687632187,0.08576685772816521,0.5729877293911767
41,829.9305923089318,4861.0,230.60657799999942,2780948484,839671022,0.08576685772816521,0.5729877293911767
42,851.1851680385088,4863.0,230.61528499999943,59770750,3742685666,0.08954651456829733,0.5729877293911767
43,903.5679947005773,4879.0,230.90149699999938,84699052,262679687,0.08954651456829733,0.5729877293911767
44,956.1546537565596,4890.0,231.61704199999954,4280090580,50572365,0.08954651456829733,0.5729877293911767
45,1021.8491373768968,4893.0,231.8337359999995,495375895,2393710635,0.08954651456829733,0.5729877293911767
46,1089.5616515581544,4897.0,231.8981989999995,2702189004,277032531,0.08954651456829733,0.5729877293911767
47,1157.3202095602196,4903.0,231.97560299999958,5093155551,263350356,0.08954651456829733,0.5729877293911767
48,1230.8519600504435,4906.0,232.03049099999959,1673542004,1673542026,0.08954651456829733,0.5729877293911767
49,1243.5764655744272,4920.0,233.1970739999996,1841436301,27341922,0.08954651456829733,0.5729877293911767
50,1318.0848271305028,4940.0,234.3402319999996,3325126123,268930876,0.0961176280999212,0.5729877293911767
51,1387.4734980108033,4945.0,234.40909599999958,268930889,3325126119,0.10863087537706172,0.5729877293911767
52,1440.7983214685669,5152.0,246.88888499999905,4054231664,1216812188,0.11544148329987099,0.5729877293911767
53,1491.4101055584256,5342.0,256.6393649999989,680055776,178972118,0.11544148329987099,0.5729877293911767
54,1567.1920970059314,5346.0,256.8116169999989,595658286,171443342,0.11544148329987099,0.5729877293911767
